,Unnamed: 0,NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),"min_Incub_period, h","growth_temp, C",biosafety_level,Genus,Species
362,362,Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,800.0,10.0,12.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
363,363,Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,10.0,12.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
364,364,Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,10.0,12.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
365,365,Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1200.0,10.0,12.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
366,366,Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1200.0,10.0,12.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
367,367,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,150.0,6.0,6.0,24.0,37.0,3.0,Streptococcus,Streptococcus pneumoniae
368,368,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,150.0,6.0,6.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
369,369,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,200.0,6.0,6.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
370,370,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,200.0,6.0,6.0,24.0,37.0,3.0,Streptococcus,Streptococcus pneumoniae
371,371,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,200.0,6.0,6.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
372,372,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,200.0,6.0,6.0,24.0,30.0,2.0,Proteus,Proteus vulgaris
373,373,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,200.0,6.0,6.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
374,374,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,200.0,6.0,6.0,48.0,37.0,2.0,Escherichia,Escherichia coli
375,375,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,200.0,6.0,6.0,48.0,37.0,2.0,Candida,Candida albicans
376,376,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,6.0,6.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
377,377,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,250.0,6.0,6.0,24.0,37.0,3.0,Streptococcus,Streptococcus pneumoniae
378,378,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,250.0,6.0,6.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
379,379,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,250.0,6.0,6.0,24.0,30.0,2.0,Proteus,Proteus vulgaris
380,380,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,250.0,6.0,6.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
381,381,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,6.0,6.0,48.0,37.0,2.0,Escherichia,Escherichia coli
382,382,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,250.0,6.0,6.0,48.0,37.0,2.0,Candida,Candida albicans
383,383,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,150.0,25.8,25.8,24.0,37.0,3.0,Streptococcus,Streptococcus pneumoniae
384,384,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,150.0,25.8,25.8,48.0,37.0,2.0,Candida,Candida albicans
385,385,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,200.0,25.8,25.8,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
386,386,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,200.0,25.8,25.8,24.0,37.0,3.0,Streptococcus,Streptococcus pneumoniae
387,387,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,200.0,25.8,25.8,0.16,30.0,1.0,Bacillus,Bacillus subtilis
388,388,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,200.0,25.8,25.8,24.0,30.0,2.0,Proteus,Proteus vulgaris
389,389,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,200.0,25.8,25.8,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
390,390,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,200.0,25.8,25.8,48.0,37.0,2.0,Escherichia,Escherichia coli
391,391,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,200.0,25.8,25.8,48.0,37.0,2.0,Candida,Candida albicans
392,392,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,25.8,25.8,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
393,393,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,250.0,25.8,25.8,24.0,37.0,3.0,Streptococcus,Streptococcus pneumoniae
394,394,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,250.0,25.8,25.8,0.16,30.0,1.0,Bacillus,Bacillus subtilis
395,395,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,250.0,25.8,25.8,24.0,30.0,2.0,Proteus,Proteus vulgaris
396,396,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,250.0,25.8,25.8,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
397,397,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,25.8,25.8,48.0,37.0,2.0,Escherichia,Escherichia coli
398,398,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,250.0,25.8,25.8,48.0,37.0,2.0,Candida,Candida albicans
399,399,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,200.0,33.0,33.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
400,400,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,200.0,33.0,33.0,24.0,37.0,3.0,Streptococcus,Streptococcus pneumoniae
401,401,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,200.0,33.0,33.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
402,402,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,200.0,33.0,33.0,24.0,30.0,2.0,Proteus,Proteus vulgaris
403,403,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,200.0,33.0,33.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
404,404,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,200.0,33.0,33.0,48.0,37.0,2.0,Escherichia,Escherichia coli
405,405,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,200.0,33.0,33.0,48.0,37.0,2.0,Candida,Candida albicans
406,406,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,33.0,33.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
407,407,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,250.0,33.0,33.0,24.0,37.0,3.0,Streptococcus,Streptococcus pneumoniae
408,408,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,250.0,33.0,33.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
409,409,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,250.0,33.0,33.0,24.0,30.0,2.0,Proteus,Proteus vulgaris
410,410,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,250.0,33.0,33.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
411,411,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,33.0,33.0,48.0,37.0,2.0,Escherichia,Escherichia coli
412,412,Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,250.0,33.0,33.0,48.0,37.0,2.0,Candida,Candida albicans
413,413,Ag,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10.0,15.0,200.0,48.0,37.0,2.0,Escherichia,Escherichia coli
414,414,Ag,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,10.0,15.0,200.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
415,415,Ag,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10.0,15.0,200.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
416,416,Ag,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,15.0,200.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
417,417,Ag,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,10.0,20.0,300.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
418,418,Ag,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,10.0,20.0,300.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
419,419,Ag,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,20.0,300.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
420,420,Ag,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,20.0,15.0,200.0,48.0,37.0,2.0,Escherichia,Escherichia coli
421,421,Ag,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,20.0,15.0,200.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
422,422,Ag,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,20.0,15.0,200.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
423,423,Ag,green_synthesis using  A. calamus plant leaf extract,semi-spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,15.0,200.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
424,424,Ag,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,20.0,20.0,300.0,48.0,37.0,2.0,Escherichia,Escherichia coli
425,425,Ag,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,20.0,20.0,300.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
426,426,Ag,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,20.0,20.0,300.0,0.16,30.0,1.0,Bacillus,Bacillus subtilis
427,427,Ag,chemical_synthesis by two step sol-gel preparation,globular,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,20.0,300.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
428,428,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10000.0,12.0,22.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
429,429,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Streptococcus oralis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,opportunistic pathogen,p,respiratory tract,10000.0,12.0,22.0,24.0,35.0,2.0,Streptococcus,Streptococcus oralis
430,430,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10000.0,12.0,22.0,48.0,37.0,2.0,Escherichia,Escherichia coli
431,431,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,10000.0,12.0,22.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
432,432,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,15000.0,12.0,22.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
433,433,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Streptococcus oralis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,opportunistic pathogen,p,respiratory tract,15000.0,12.0,22.0,24.0,35.0,2.0,Streptococcus,Streptococcus oralis
434,434,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,15000.0,12.0,22.0,48.0,37.0,2.0,Escherichia,Escherichia coli
435,435,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,15000.0,12.0,22.0,24.0,37.0,2.0,Pseudomonas,Pseudomonas aeruginosa
436,436,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10000.0,12.0,22.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
437,437,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Streptococcus oralis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,opportunistic pathogen,p,respiratory tract,10000.0,12.0,22.0,24.0,35.0,2.0,Streptococcus,Streptococcus oralis
438,438,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10000.0,12.0,22.0,48.0,37.0,2.0,Escherichia,Escherichia coli
439,439,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20000.0,12.0,22.0,24.0,37.0,2.0,Staphylococcus,Staphylococcus aureus
440,440,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Streptococcus oralis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,opportunistic pathogen,p,respiratory tract,20000.0,12.0,22.0,24.0,35.0,2.0,Streptococcus,Streptococcus oralis
441,441,Ag,chemical_synthesis by hydrolsis,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,20000.0,12.0,22.0,48.0,37.0,2.0,Escherichia,Escherichia coli
